,datetime,Temperature,Breaks,P_pan,P_viv,P_car,P_des,P_exp,P_imp,P_elec,P_comp,P_pur,P_pila,SOC,pres_buf,pres_comp,pres_pila,P_car_pila,s_elec,s_comp,s_pila,h2_total,h2_flow,h2_elec,h2b_nl,h2t_nl,h2_flow_pila
255,2024-03-27 11:55:45,13.1,,5520.0,397.0,442.69300273673036,0,4086.6686549016076,19.067909950328165,1444.097909099799,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216038.19133888875,186.673,0.25926805555555554,2661.046656575355,686.3432566254816,0
256,2024-03-27 11:55:50,13.1,,5440.0,410.0,445.9430091915033,0,4213.13023037009,19.54289679991922,1450.1611584016828,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216038.45092777762,186.904,0.25958888888888887,2661.046656575355,686.3432566254816,0
257,2024-03-27 11:55:55,13.1,,5120.0,374.0,446.4934822899952,0,4224.706769164949,19.574399941443637,1456.2246972224548,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216038.71051527763,186.903,0.25958749999999997,2661.046656575355,686.3432566254816,0
258,2024-03-27 11:56:00,13.1,,4980.0,392.0,444.12816183707116,0,4234.626251885404,19.726444903888062,1460.973820293886,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216038.97011527763,186.912,0.2596,2661.046656575355,686.3432566254816,0
259,2024-03-27 11:56:05,13.1,,4960.0,370.0,439.8133746217251,0,4085.072112918499,19.187697744625552,1465.4142438515,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216039.23015277763,187.227,0.2600375,2661.046656575355,686.3432566254816,0
260,2024-03-27 11:56:10,13.1,,5110.0,394.0,428.8867253163583,0,3861.0589253309063,18.53700064819446,1469.854739788835,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216039.49035138873,187.343,0.2601986111111111,2661.046656575355,686.3432566254816,0
261,2024-03-27 11:56:15,13.1,,5290.0,382.0,424.14902059439754,0,3765.804273613301,18.249156982213183,1474.5671663412736,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216039.7515416665,188.057,0.26119027777777776,2661.046656575355,686.3432566254816,0
262,2024-03-27 11:56:20,13.1,,5480.0,431.0,410.86234056015417,0,3407.8151410822925,16.865362202453824,1479.3993089537016,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216040.01270416653,188.037,0.2611625,2661.046656575355,686.3432566254816,0
263,2024-03-27 11:56:25,13.1,,5570.0,405.0,395.13672339031984,0,3210.769350136803,16.440901944213053,1484.2315963255733,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216040.27402361098,188.15,0.26131944444444444,2661.046656575355,686.3432566254816,0
264,2024-03-27 11:56:30,13.1,,5531.6,417.0,397.01421735354813,0,3200.036146018506,16.282366712202254,1489.0638836974454,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216040.535448611,188.226,0.261425,2661.046656575355,686.3432566254816,0
265,2024-03-27 11:56:35,13.1,,5600.0,421.0,406.9239375558789,0,3382.139462782571,16.901539271684555,1493.896098689595,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216040.79679583322,188.17,0.2613472222222222,2661.046656575355,686.3432566254816,0
266,2024-03-27 11:56:40,13.1,,5650.0,419.0,415.0314569132696,0,3585.9731322239863,17.68778254081027,1498.728241302023,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216041.05856249988,188.472,0.2617666666666667,2661.046656575355,686.3432566254816,0
267,2024-03-27 11:56:45,13.1,,5640.0,428.0,409.99227047275036,0,3745.098797886398,18.7988300715224,1503.5605286738946,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216041.320748611,188.774,0.2621861111111111,2661.046656575355,686.3432566254816,0
268,2024-03-27 11:56:50,13.1,,5670.0,423.0,425.0649403822375,0,3893.274953742479,18.879221757740147,1508.3927436660447,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216041.58376527767,189.372,0.2630166666666667,2661.046656575355,686.3432566254816,0
269,2024-03-27 11:56:55,13.1,,5740.0,429.0,419.52585060512024,0,3834.067387428978,18.824897478563578,1513.2250310379163,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216041.84674722212,189.347,0.26298194444444445,2661.046656575355,686.3432566254816,0
270,2024-03-27 11:57:00,13.1,,5710.0,450.0,423.43975811803716,0,3915.175582772463,19.067343295755364,1518.0571012706223,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216042.11001666656,189.554,0.26326944444444444,2661.046656575355,686.3432566254816,0
271,2024-03-27 11:57:05,13.1,,5600.0,415.0,429.6227944865839,0,3987.77736380393,19.156881850065858,1522.889461022216,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216042.37343194435,189.659,0.26341527777777773,2661.046656575355,686.3432566254816,0
272,2024-03-27 11:57:10,13.1,,5620.0,426.0,422.37066419785606,0,3948.787297885398,19.289715018115313,1527.7218207738097,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216042.63699305546,189.764,0.26356111111111113,2661.046656575355,686.3432566254816,0
273,2024-03-27 11:57:15,13.1,,5680.0,433.0,427.3861038464206,0,3997.768304653467,19.309409182077975,1532.5538910065156,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216042.90127361103,190.282,0.2642805555555556,2661.046656575355,686.3432566254816,0
274,2024-03-27 11:57:20,13.1,,5550.0,413.0,427.9134649198436,0,4066.3574864185166,19.63048707391934,1537.3861059986652,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216043.1654388888,190.199,0.26416527777777776,2661.046656575355,686.3432566254816,0
